,json_image_index,json_color,json_size,json_material,json_shape,json_pixel_coords,csv_area,csv_box,file,csv_color,csv_size,csv_material,csv_label
205,32,purple,small,metal,cylinder,"[356, 173, 9.503491401672363]",2270.0,"[334, 147, 43, 52]",cache/1756274340609.png,,,,
206,33,blue,small,rubber,cube,"[251, 152, 10.592337608337402]",2351.0,"[227, 126, 46, 50]",cache/1756274558450.png,,,,
207,33,red,small,metal,sphere,"[381, 164, 10.146382331848145]",1397.0,"[361, 145, 37, 37]",cache/1756274558457.png,,,,
208,33,green,small,metal,cube,"[334, 119, 11.997647285461426]",1866.0,"[312, 97, 43, 42]",cache/1756274558477.png,,,,
209,33,cyan,small,rubber,sphere,"[143, 209, 8.779268264770508]",1860.0,"[121, 187, 42, 43]",cache/1756274558462.png,,,,
210,33,yellow,small,metal,sphere,"[116, 130, 11.502755165100098]",1081.0,"[99, 113, 32, 32]",cache/1756274558469.png,,,,
211,33,purple,small,rubber,cylinder,"[309, 222, 8.459420204162598]",2869.0,"[285, 191, 47, 60]",cache/1756274558491.png,,,,
212,34,green,large,metal,cylinder,"[191, 166, 9.74376392364502]",7996.0,"[149, 116, 79, 100]",cache/1756274286360.png,,,,
213,34,green,large,metal,cylinder,"[238, 102, 13.034523010253906]",4182.0,"[208, 66, 58, 71]",cache/1756274286366.png,,,,
214,34,gray,large,metal,cube,"[347, 149, 10.445918083190918]",7622.0,"[307, 103, 81, 93]",cache/1756274286351.png,,,,
215,35,green,small,metal,cylinder,"[244, 107, 13.15565013885498]",1050.0,"[229, 88, 29, 36]",cache/1756274526264.png,,,,
216,35,cyan,large,rubber,cylinder,"[276, 202, 8.442278861999512]",10965.0,"[230, 144, 91, 119]",cache/1756274526248.png,,,,
217,35,yellow,small,rubber,cylinder,"[210, 124, 12.209867477416992]",1238.0,"[193, 103, 31, 39]",cache/1756274526272.png,,,,
218,35,cyan,large,rubber,sphere,"[141, 148, 10.237324714660645]",5432.0,"[102, 111, 74, 73]",cache/1756274526236.png,,,,
219,35,brown,small,rubber,cylinder,"[103, 139, 11.469518661499023]",1356.0,"[83, 117, 31, 42]",cache/1756274526287.png,,,,
220,35,yellow,small,metal,sphere,"[359, 185, 9.647322654724121]",1543.0,"[339, 165, 39, 39]",cache/1756274526220.png,,,,
221,36,cyan,small,rubber,cube,"[111, 156, 10.336447715759277]",1592.0,"[83, 130, 34, 46]",cache/1756274479886.png,,,,
222,36,red,large,metal,sphere,"[139, 168, 9.217284202575684]",6678.0,"[97, 127, 82, 81]",cache/1756274479851.png,,,,
223,36,red,small,metal,cylinder,"[247, 124, 11.613396644592285]",1354.0,"[230, 103, 32, 41]",cache/1756274479869.png,,,,
224,36,cyan,large,metal,cube,"[351, 132, 10.459367752075195]",10129.0,"[302, 84, 101, 99]",cache/1756274479907.png,,,,
225,36,cyan,small,metal,cube,"[294, 106, 12.51578140258789]",1377.0,"[276, 85, 34, 40]",cache/1756274479914.png,,,,
226,36,green,small,rubber,cube,"[197, 252, 7.7552971839904785]",4742.0,"[163, 215, 64, 73]",cache/1756274479862.png,,,,
227,36,yellow,small,metal,cylinder,"[196, 113, 12.14481258392334]",1263.0,"[180, 93, 31, 39]",cache/1756274479880.png,,,,
228,37,purple,small,metal,sphere,"[317, 121, 12.145265579223633]",961.0,"[301, 105, 31, 30]",cache/1756274427403.png,,,,
229,37,blue,small,rubber,sphere,"[215, 166, 10.423548698425293]",1307.0,"[196, 147, 35, 36]",cache/1756274427395.png,,,,
230,37,yellow,small,metal,sphere,"[299, 191, 9.67758846282959]",1523.0,"[279, 171, 38, 39]",cache/1756274427407.png,,,,
231,38,blue,small,metal,cylinder,"[180, 176, 9.92052936553955]",2007.0,"[159, 150, 39, 50]",cache/1756274460431.png,,,,
232,38,brown,small,metal,cylinder,"[376, 141, 11.214387893676758]",1649.0,"[357, 118, 37, 43]",cache/1756274460422.png,,,,
233,38,cyan,large,metal,cube,"[155, 98, 12.411910057067871]",6074.0,"[117, 58, 74, 81]",cache/1756274460417.png,,,,
234,38,brown,large,metal,cube,"[259, 85, 13.150023460388184]",4581.0,"[226, 49, 62, 72]",cache/1756274460409.png,,,,
235,38,red,small,metal,sphere,"[83, 128, 11.772183418273926]",1029.0,"[66, 111, 32, 31]",cache/1756274460427.png,,,,
236,39,red,large,rubber,sphere,"[118, 154, 9.919271469116211]",5822.0,"[79, 115, 76, 75]",cache/1756274587041.png,,,,
237,39,brown,large,metal,cube,"[335, 103, 12.448111534118652]",6504.0,"[294, 63, 81, 80]",cache/1756274587050.png,,,,
238,39,red,small,metal,cylinder,"[304, 208, 8.82104778289795]",2556.0,"[281, 179, 44, 57]",cache/1756274587055.png,,,,
239,39,yellow,small,metal,cylinder,"[368, 140, 11.377874374389648]",1580.0,"[350, 118, 36, 42]",cache/1756274587060.png,,,,
240,40,yellow,large,rubber,sphere,"[112, 121, 12.17369556427002]",3848.0,"[80, 89, 62, 61]",cache/1756274437136.png,,,,
241,40,gray,small,metal,cube,"[309, 127, 12.717482566833496]",1630.0,"[288, 106, 40, 40]",cache/1756274437160.png,,,,
242,40,red,small,rubber,sphere,"[254, 90, 14.799962997436523]",627.0,"[241, 77, 24, 25]",cache/1756274437151.png,,,,
243,40,blue,small,metal,sphere,"[200, 234, 8.992201805114746]",1737.0,"[178, 213, 41, 41]",cache/1756274437124.png,,,,
244,40,blue,small,metal,sphere,"[353, 176, 10.68651008605957]",1225.0,"[335, 158, 35, 34]",cache/1756274437146.png,,,,
245,40,red,small,rubber,sphere,"[167, 163, 11.156023979187012]",1106.0,"[150, 146, 33, 33]",cache/1756274437155.png,,,,
246,40,purple,large,metal,sphere,"[378, 136, 11.49692440032959]",4290.0,"[345, 103, 66, 64]",cache/1756274437131.png,,,,
247,40,gray,small,metal,sphere,"[284, 102, 14.068828582763672]",696.0,"[270, 88, 26, 26]",cache/1756274437165.png,,,,
248,40,green,small,rubber,sphere,"[197, 118, 13.15146541595459]",813.0,"[182, 103, 27, 29]",cache/1756274437141.png,,,,
249,41,purple,large,metal,sphere,"[234, 217, 8.011754035949707]",8685.0,"[187, 170, 92, 93]",cache/1756274445893.png,,,,
250,41,gray,small,metal,sphere,"[292, 101, 13.335469245910645]",767.0,"[278, 86, 27, 27]",cache/1756274445935.png,,,,
251,41,gray,small,rubber,cylinder,"[383, 150, 10.865279197692871]",1736.0,"[364, 126, 38, 45]",cache/1756274445924.png,,,,
252,41,cyan,large,rubber,cylinder,"[133, 103, 12.281400680541992]",4972.0,"[98, 64, 63, 78]",cache/1756274445929.png,,,,
253,41,brown,large,metal,cube,"[176, 130, 10.904571533203125]",6372.0,"[136, 87, 74, 86]",cache/1756274445913.png,,,,
254,41,gray,large,rubber,sphere,"[303, 160, 9.687544822692871]",5912.0,"[264, 121, 76, 77]",cache/1756274445919.png,,,,
255,41,green,small,rubber,sphere,"[323, 128, 11.860127449035645]",5912.0,"[264, 121, 76, 77]",cache/1756274445919.png,,,,
256,41,red,large,metal,sphere,"[243, 81, 13.657279014587402]",2969.0,"[216, 53, 54, 54]",cache/1756274445908.png,,,,
257,41,yellow,large,metal,sphere,"[141, 186, 8.833251953125]",7158.0,"[97, 144, 84, 84]",cache/1756274445902.png,,,,
258,42,blue,small,metal,cylinder,"[338, 116, 12.96413803100586]",1152.0,"[322, 97, 31, 36]",cache/1756274469949.png,,,,
259,42,cyan,small,rubber,cube,"[297, 179, 10.10053539276123]",2039.0,"[277, 154, 41, 48]",cache/1756274469945.png,,,,
260,42,brown,large,rubber,cylinder,"[229, 154, 10.289027214050293]",7033.0,"[191, 106, 73, 95]",cache/1756274469953.png,,,,
261,42,yellow,small,metal,sphere,"[212, 109, 13.379990577697754]",7033.0,"[191, 106, 73, 95]",cache/1756274469953.png,,,,
262,42,yellow,large,rubber,sphere,"[157, 117, 11.983155250549316]",3939.0,"[125, 85, 62, 63]",cache/1756274469937.png,,,,
263,43,yellow,small,rubber,cube,"[223, 172, 10.005267143249512]",2040.0,"[201, 147, 41, 49]",cache/1756274560002.png,,,,
264,43,cyan,small,rubber,cylinder,"[166, 104, 13.106959342956543]",1106.0,"[150, 85, 30, 36]",cache/1756274560017.png,,,,
265,43,green,large,rubber,cylinder,"[294, 121, 11.284097671508789]",5939.0,"[260, 78, 69, 85]",cache/1756274560007.png,,,,
266,43,yellow,large,rubber,cylinder,"[126, 146, 10.19351863861084]",7755.0,"[84, 99, 80, 96]",cache/1756274559996.png,,,,
267,43,blue,large,metal,sphere,"[247, 95, 12.67605209350586]",3297.0,"[217, 64, 55, 59]",cache/1756274559991.png,,,,
268,43,gray,small,rubber,sphere,"[190, 147, 10.950658798217773]",1176.0,"[173, 129, 33, 35]",cache/1756274560013.png,,,,
269,43,red,large,rubber,sphere,"[354, 163, 9.579927444458008]",6178.0,"[315, 123, 78, 78]",cache/1756274559984.png,,,,
270,44,green,large,rubber,cube,"[173, 108, 11.833480834960938]",6276.0,"[135, 67, 75, 83]",cache/1756274613939.png,,,,
271,44,yellow,small,rubber,sphere,"[331, 166, 10.040943145751953]",1396.0,"[311, 146, 37, 37]",cache/1756274613959.png,,,,
272,44,gray,small,rubber,sphere,"[239, 87, 14.174825668334961]",697.0,"[225, 73, 25, 26]",cache/1756274613963.png,,,,
273,44,cyan,small,metal,cylinder,"[213, 233, 8.032127380371094]",3061.0,"[188, 201, 47, 64]",cache/1756274613950.png,,,,
274,44,green,small,rubber,cube,"[296, 145, 10.893342971801758]",2272.0,"[272, 120, 47, 48]",cache/1756274613946.png,,,,
275,44,green,small,rubber,cylinder,"[365, 133, 11.437453269958496]",1525.0,"[347, 111, 36, 42]",cache/1756274613955.png,,,,
276,45,brown,small,rubber,sphere,"[156, 131, 11.935922622680664]",1000.0,"[140, 114, 31, 32]",cache/1756274513405.png,,,,
277,45,yellow,small,rubber,cylinder,"[369, 150, 11.088488578796387]",1719.0,"[350, 127, 38, 45]",cache/1756274513401.png,,,,
278,45,purple,large,metal,sphere,"[208, 85, 13.581598281860352]",3036.0,"[180, 56, 54, 55]",cache/1756274513394.png,,,,
279,46,green,small,rubber,cube,"[252, 101, 13.487377166748047]",1161.0,"[236, 83, 32, 35]",cache/1756274329925.png,,,,
280,46,purple,large,metal,cylinder,"[320, 156, 10.08191204071045]",7752.0,"[281, 108, 79, 97]",cache/1756274329933.png,,,,
281,46,blue,small,metal,sphere,"[377, 139, 11.551107406616211]",1065.0,"[360, 122, 32, 32]",cache/1756274329916.png,,,,
282,46,brown,small,rubber,cylinder,"[231, 115, 12.698755264282227]",1122.0,"[215, 96, 29, 37]",cache/1756274329929.png,,,,
283,46,cyan,small,rubber,cylinder,"[176, 192, 9.605915069580078]",2164.0,"[154, 165, 40, 52]",cache/1756274329920.png,,,,
284,46,green,small,rubber,sphere,"[117, 125, 12.215229034423828]",977.0,"[101, 108, 30, 31]",cache/1756274329911.png,,,,
285,47,cyan,large,rubber,cylinder,"[188, 190, 9.185415267944336]",9331.0,"[144, 136, 84, 110]",cache/1756274266759.png,,,,
286,47,purple,large,metal,sphere,"[390, 122, 11.635164260864258]",11854.0,"[349, 89, 98, 120]",cache/1756274266800.png,,,,
287,47,red,small,metal,cube,"[158, 127, 12.235942840576172]",1748.0,"[136, 105, 42, 41]",cache/1756274266774.png,,,,
288,47,green,large,metal,cylinder,"[254, 71, 14.542569160461426]",3397.0,"[228, 38, 52, 64]",cache/1756274266766.png,,,,
289,47,red,large,metal,cube,"[395, 161, 10.092093467712402]",11854.0,"[349, 89, 98, 120]",cache/1756274266800.png,,,,
290,47,cyan,small,rubber,cylinder,"[306, 101, 13.580690383911133]",1051.0,"[290, 82, 29, 35]",cache/1756274266790.png,,,,
291,47,cyan,small,rubber,sphere,"[233, 113, 12.909344673156738]",830.0,"[218, 98, 28, 29]",cache/1756274266786.png,,,,
292,48,green,small,rubber,cylinder,"[217, 152, 10.928018569946289]",1589.0,"[198, 129, 34, 45]",cache/1756274600808.png,,,,
293,48,red,large,metal,sphere,"[169, 220, 8.274237632751465]",8311.0,"[123, 174, 90, 91]",cache/1756274600792.png,,,,
294,48,blue,small,metal,sphere,"[302, 140, 11.378459930419922]",1089.0,"[285, 123, 32, 33]",cache/1756274600799.png,,,,
295,48,green,small,metal,cylinder,"[281, 179, 9.999527931213379]",1933.0,"[262, 153, 38, 50]",cache/1756274600804.png,,,,
296,49,blue,large,metal,sphere,"[399, 151, 10.236974716186523]",5506.0,"[361, 114, 75, 72]",cache/1756274335310.png,,,,
297,49,yellow,small,metal,sphere,"[282, 122, 12.132969856262207]",4607.0,"[280, 52, 61, 75]",cache/1756274335349.png,,,,
298,49,yellow,large,metal,sphere,"[247, 134, 10.848162651062012]",4636.0,"[212, 99, 67, 68]",cache/1756274335318.png,,,,
299,49,green,small,metal,cube,"[200, 111, 12.643670082092285]",1487.0,"[181, 90, 37, 40]",cache/1756274335334.png,,,,
300,49,yellow,large,metal,cylinder,"[137, 180, 9.35262393951416]",9505.0,"[90, 127, 88, 107]",cache/1756274335329.png,,,,
301,49,brown,small,rubber,sphere,"[348, 131, 11.760189056396484]",1016.0,"[332, 114, 31, 32]",cache/1756274335339.png,,,,
302,49,purple,large,metal,cylinder,"[311, 89, 12.89688777923584]",4607.0,"[280, 52, 61, 75]",cache/1756274335349.png,,,,
303,49,yellow,small,rubber,sphere,"[214, 212, 9.122288703918457]",1656.0,"[194, 191, 40, 41]",cache/1756274335324.png,,,,
304,50,cyan,small,metal,sphere,"[284, 157, 10.704388618469238]",1217.0,"[266, 139, 34, 35]",cache/1756274463398.png,,,,
305,50,purple,large,metal,cylinder,"[361, 116, 11.644400596618652]",5985.0,"[326, 74, 71, 83]",cache/1756274463384.png,,,,
306,50,yellow,small,rubber,cylinder,"[195, 102, 13.276878356933594]",1054.0,"[179, 82, 29, 36]",cache/1756274463415.png,,,,
307,50,gray,small,metal,sphere,"[413, 165, 10.417475700378418]",1345.0,"[394, 147, 37, 35]",cache/1756274463409.png,,,,
308,50,red,small,rubber,sphere,"[239, 90, 13.970001220703125]",705.0,"[226, 76, 26, 26]",cache/1756274463402.png,,,,
309,50,green,large,rubber,sphere,"[220, 251, 7.5197672843933105]",9963.0,"[170, 201, 98, 101]",cache/1756274463392.png,,,,
310,51,red,small,rubber,cylinder,"[190, 166, 10.251202583312988]",9485.0,"[175, 127, 85, 110]",cache/1756274365287.png,,,,
311,51,brown,large,rubber,cylinder,"[220, 182, 9.018023490905762]",9485.0,"[175, 127, 85, 110]",cache/1756274365287.png,,,,
312,51,cyan,small,metal,cylinder,"[172, 128, 11.863025665283203]",1352.0,"[154, 106, 33, 40]",cache/1756274365293.png,,,,
313,51,purple,large,metal,cylinder,"[71, 133, 10.794258117675781]",7311.0,"[28, 88, 81, 89]",cache/1756274365282.png,,,,
314,51,yellow,small,rubber,cylinder,"[269, 99, 13.437898635864258]",3381.0,"[222, 36, 52, 64]",cache/1756274365297.png,,,,
315,51,red,small,metal,sphere,"[339, 184, 9.641454696655273]",1520.0,"[319, 164, 38, 39]",cache/1756274365277.png,,,,
316,51,cyan,large,rubber,cylinder,"[249, 69, 14.519173622131348]",3381.0,"[222, 36, 52, 64]",cache/1756274365297.png,,,,
317,51,purple,large,metal,cylinder,"[336, 104, 12.217996597290039]",5169.0,"[303, 64, 66, 78]",cache/1756274365270.png,,,,
318,52,cyan,large,rubber,cylinder,"[342, 111, 11.92137336730957]",5644.0,"[308, 70, 68, 81]",cache/1756274614605.png,,,,
319,52,cyan,small,rubber,cube,"[222, 143, 11.295394897460938]",1503.0,"[204, 121, 34, 43]",cache/1756274614620.png,,,,
320,52,gray,small,rubber,sphere,"[301, 171, 10.279264450073242]",1297.0,"[283, 152, 35, 36]",cache/1756274614625.png,,,,
321,52,yellow,small,rubber,cylinder,"[249, 182, 9.92863941192627]",1931.0,"[229, 156, 38, 50]",cache/1756274614610.png,,,,
322,52,brown,small,rubber,cube,"[112, 157, 10.763130187988281]",2504.0,"[86, 132, 50, 49]",cache/1756274614600.png,,,,
323,52,purple,small,rubber,cube,"[202, 116, 12.56059455871582]",1643.0,"[182, 94, 39, 41]",cache/1756274614615.png,,,,
324,53,brown,large,rubber,cylinder,"[126, 147, 10.0964994430542]",8063.0,"[82, 99, 82, 98]",cache/1756274299846.png,,,,
325,53,red,small,rubber,cube,"[177, 235, 8.30087661743164]",3062.0,"[150, 205, 50, 60]",cache/1756274299817.png,,,,
326,53,yellow,small,metal,cylinder,"[339, 215, 8.769942283630371]",2733.0,"[316, 186, 46, 58]",cache/1756274299832.png,,,,
327,53,yellow,small,metal,cube,"[97, 130, 11.510051727294922]",8063.0,"[82, 99, 82, 98]",cache/1756274299846.png,,,,
328,53,blue,small,metal,cube,"[220, 188, 9.500536918640137]",2775.0,"[195, 159, 48, 56]",cache/1756274299823.png,,,,
329,53,blue,large,rubber,sphere,"[276, 77, 13.316508293151855]",3165.0,"[247, 48, 55, 56]",cache/1756274299804.png,,,,
330,53,yellow,small,rubber,cube,"[247, 262, 7.755036354064941]",4103.0,"[218, 227, 58, 70]",cache/1756274299812.png,,,,
331,53,yellow,small,rubber,sphere,"[407, 136, 11.274175643920898]",1154.0,"[390, 118, 34, 33]",cache/1756274299837.png,,,,
332,53,blue,small,metal,cube,"[167, 106, 12.622725486755371]",1303.0,"[150, 86, 33, 38]",cache/1756274299828.png,,,,
333,53,blue,small,metal,cylinder,"[277, 200, 9.172143936157227]",2328.0,"[256, 171, 41, 55]",cache/1756274299842.png,,,,
334,54,yellow,small,metal,cylinder,"[192, 252, 8.26427936553955]",2954.0,"[168, 220, 46, 63]",cache/1756274509686.png,,,,
335,54,purple,large,metal,cylinder,"[348, 149, 10.485785484313965]",7494.0,"[310, 102, 79, 94]",cache/1756274509691.png,,,,
336,54,cyan,small,metal,cylinder,"[96, 152, 11.111547470092773]",12996.0,"[75, 128, 105, 122]",cache/1756274509702.png,,,,
337,54,cyan,large,metal,cylinder,"[138, 194, 9.061869621276855]",12996.0,"[75, 128, 105, 122]",cache/1756274509702.png,,,,
338,54,yellow,large,rubber,cylinder,"[245, 70, 14.390216827392578]",3530.0,"[218, 37, 53, 66]",cache/1756274509679.png,,,,
339,54,brown,small,metal,sphere,"[304, 126, 12.191346168518066]",833.0,"[288, 110, 26, 30]",cache/1756274509697.png,,,,
340,55,green,large,metal,cube,"[110, 118, 11.592162132263184]",6404.0,"[71, 75, 74, 86]",cache/1756274357004.png,,,,
341,55,cyan,small,rubber,cylinder,"[216, 159, 10.655876159667969]",1681.0,"[197, 135, 36, 46]",cache/1756274357036.png,,,,
342,55,green,small,metal,sphere,"[338, 198, 9.395933151245117]",1604.0,"[317, 178, 40, 39]",cache/1756274357017.png,,,,
343,55,cyan,small,metal,cube,"[154, 174, 10.133776664733887]",2646.0,"[129, 147, 49, 53]",cache/1756274357030.png,,,,
344,55,gray,small,metal,cube,"[239, 264, 7.824559688568115]",3586.0,"[212, 231, 52, 67]",cache/1756274357011.png,,,,
345,55,yellow,large,metal,cylinder,"[274, 99, 12.521568298339844]",4738.0,"[243, 61, 61, 77]",cache/1756274357024.png,,,,
346,56,red,small,rubber,sphere,"[275, 206, 8.725624084472656]",1813.0,"[253, 184, 42, 43]",cache/1756274285088.png,,,,
347,56,cyan,large,metal,cube,"[348, 149, 9.932936668395996]",6524.0,"[340, 73, 81, 80]",cache/1756274285093.png,,,,
348,56,yellow,small,metal,cylinder,"[220, 142, 11.069672584533691]",1511.0,"[202, 120, 34, 43]",cache/1756274285099.png,,,,
349,56,red,large,rubber,sphere,"[207, 86, 13.315801620483398]",3150.0,"[178, 57, 55, 56]",cache/1756274285071.png,,,,
350,56,blue,large,rubber,cube,"[377, 113, 11.609469413757324]",6524.0,"[340, 73, 81, 80]",cache/1756274285093.png,,,,
351,56,brown,small,rubber,sphere,"[232, 244, 7.773664951324463]",2305.0,"[208, 219, 46, 49]",cache/1756274285083.png,,,,
352,57,cyan,small,metal,sphere,"[384, 183, 9.623872756958008]",1472.0,"[366, 163, 37, 39]",cache/1756274615232.png,,,,
353,57,red,large,metal,sphere,"[230, 74, 14.140483856201172]",2770.0,"[203, 46, 52, 53]",cache/1756274615221.png,,,,
354,57,gray,large,rubber,sphere,"[381, 115, 11.575875282287598]",4274.0,"[349, 82, 65, 65]",cache/1756274615243.png,,,,
355,57,gray,large,metal,cube,"[316, 204, 8.315046310424805]",13155.0,"[266, 146, 108, 120]",cache/1756274615215.png,,,,
356,57,cyan,small,rubber,cylinder,"[174, 105, 13.080554962158203]",1080.0,"[158, 86, 29, 36]",cache/1756274615248.png,,,,
357,57,brown,small,rubber,cylinder,"[93, 139, 11.279306411743164]",1627.0,"[73, 117, 37, 43]",cache/1756274615238.png,,,,
358,57,purple,large,metal,cube,"[269, 150, 10.040474891662598]",8917.0,"[222, 100, 90, 98]",cache/1756274615226.png,,,,
359,57,gray,small,metal,cube,"[165, 207, 8.898541450500488]",3269.0,"[136, 177, 54, 59]",cache/1756274615209.png,,,,
360,57,yellow,small,metal,cube,"[323, 149, 10.854941368103027]",13155.0,"[266, 146, 108, 120]",cache/1756274615215.png,,,,
361,58,purple,large,metal,cylinder,"[137, 110, 11.955957412719727]",5430.0,"[101, 70, 68, 79]",cache/1756274444306.png,,,,
362,58,cyan,small,rubber,cylinder,"[243, 132, 11.669198036193848]",1367.0,"[226, 111, 32, 41]",cache/1756274444310.png,,,,
363,58,purple,small,rubber,cube,"[299, 197, 9.116851806640625]",3278.0,"[271, 168, 55, 59]",cache/1756274444298.png,,,,
364,59,blue,large,metal,sphere,"[154, 168, 9.86140251159668]",5784.0,"[115, 129, 76, 75]",cache/1756274612263.png,,,,
365,59,gray,small,rubber,cylinder,"[314, 103, 13.449151992797852]",960.0,"[300, 84, 28, 34]",cache/1756274612297.png,,,,
366,59,green,large,metal,cube,"[230, 73, 14.397627830505371]",4824.0,"[195, 38, 69, 69]",cache/1756274612277.png,,,,
367,59,brown,large,rubber,sphere,"[289, 123, 11.57535457611084]",4102.0,"[257, 90, 63, 64]",cache/1756274612282.png,,,,
368,59,gray,large,metal,cube,"[415, 139, 10.895485877990723]",8761.0,"[369, 94, 97, 90]",cache/1756274612271.png,,,,
369,59,purple,small,rubber,cylinder,"[262, 110, 13.051434516906738]",970.0,"[247, 91, 26, 36]",cache/1756274612292.png,,,,
370,59,cyan,small,metal,sphere,"[202, 128, 12.138949394226074]",939.0,"[186, 112, 30, 30]",cache/1756274612287.png,,,,
371,60,blue,small,rubber,sphere,"[266, 108, 12.886523246765137]",849.0,"[251, 93, 28, 29]",cache/1756274547786.png,,,,
372,60,purple,large,metal,cylinder,"[162, 163, 9.58954906463623]",8559.0,"[119, 112, 83, 102]",cache/1756274547795.png,,,,
373,60,blue,large,metal,sphere,"[137, 104, 12.1669282913208]",3474.0,"[105, 72, 62, 55]",cache/1756274547791.png,,,,
374,60,brown,small,metal,cube,"[338, 150, 10.844184875488281]",2003.0,"[316, 126, 42, 47]",cache/1756274547779.png,,,,
