image_index,area,box,color,size,material,label
623,1485,186-49-40-44,gray,large,rubber,sphere
623,770,113-23-34-32,blue,small,rubber,cube
623,1268,105-45-32-42,gray,small,rubber,cube
623,3335,77-87-60-72,gray,large,metal,cube
196,1615,52-85-44-45,gray,large,metal,sphere
196,536,125-53-34-30,cyan,small,rubber,sphere
196,1169,157-35-39-40,green,small,rubber,cube
196,464,39-71-21-23,purple,small,rubber,cube
196,2609,131-64-56-61,red,large,rubber,sphere
304,725,148-42-29-29,blue,small,metal,sphere
304,913,123-26-34-33,gray,small,rubber,cube
391,503,42-80-21-25,yellow,small,rubber,cube
391,2537,135-65-54-59,purple,large,rubber,cube
391,509,73-73-24-24,blue,small,rubber,cube
476,752,71-98-28-32,gray,small,rubber,cylinder
476,969,153-53-34-33,red,small,metal,sphere
476,1312,115-70-39-40,brown,large,rubber,sphere
826,859,12-45-33-31,cyan,small,metal,sphere
826,810,59-51-33-31,cyan,small,metal,sphere
826,2335,64-77-45-58,purple,large,rubber,cylinder
826,713,151-37-30-29,red,small,metal,sphere
826,1981,104-60-45-54,brown,large,rubber,cube
734,920,18-43-34-32,red,small,metal,sphere
734,408,83-98-21-22,gray,small,metal,sphere
734,480,194-69-22-24,brown,small,rubber,cube
972,1034,118-28-31-36,red,small,rubber,cube
383,875,84-29-31-38,cyan,small,rubber,cube
383,1379,43-39-37-43,purple,large,rubber,cylinder
383,564,118-27-27-30,green,small,metal,sphere
383,823,137-37-31-32,purple,small,rubber,sphere
383,563,138-87-21-28,cyan,small,rubber,sphere
383,636,163-79-28-27,gray,small,rubber,sphere
383,1869,96-53-39-51,blue,large,rubber,cylinder
906,1857,7-39-50-45,yellow,large,rubber,sphere
906,588,85-78-24-27,cyan,small,rubber,cube
906,664,122-28-28-28,purple,small,rubber,sphere
906,487,59-68-22-25,green,small,rubber,cube
906,2343,7-39-74-54,green,large,rubber,cube
402,709,103-118-23-32,blue,small,rubber,sphere
402,345,189-60-19-21,cyan,small,rubber,cube
402,514,126-36-29-28,yellow,small,rubber,cube
402,1893,28-59-43-51,green,large,rubber,sphere
402,1766,141-47-47-48,blue,large,rubber,cube
735,543,117-26-25-25,cyan,small,rubber,sphere
735,1575,3-46-48-45,gray,large,rubber,cube
735,2117,38-60-44-52,green,large,rubber,cube
244,937,13-50-34-33,blue,small,rubber,sphere
244,793,50-35-32-38,red,small,rubber,cube
244,887,116-28-28-34,blue,small,metal,cube
244,911,179-41-45-39,purple,small,rubber,cube
244,447,134-91-19-25,green,small,rubber,cube
244,1999,62-51-49-50,cyan,large,rubber,cube
244,1420,161-57-51-49,blue,large,rubber,cube
244,2776,131-59-57-74,cyan,large,metal,cube
244,2967,131-55-80-78,cyan,large,rubber,cube
577,1264,79-38-34-40,blue,small,rubber,cylinder
577,2859,73-77-52-62,yellow,large,rubber,cylinder
577,780,139-36-30-31,purple,small,rubber,sphere
577,1579,36-46-40-46,red,large,rubber,cylinder
547,1957,140-69-41-52,purple,large,rubber,cylinder
547,2514,94-69-46-67,red,large,rubber,sphere
967,622,59-89-26-29,brown,small,rubber,cube
967,440,168-75-20-23,brown,small,metal,cylinder
967,1046,101-30-30-35,blue,small,rubber,cube
238,952,65-37-33-40,cyan,small,rubber,cube
238,260,101-86-14-28,red,small,rubber,cube
238,728,132-36-29-30,purple,small,rubber,sphere
238,440,171-77-20-24,purple,small,rubber,cube
238,2778,112-81-48-64,cyan,large,rubber,cylinder
238,1705,39-52-40-48,cyan,large,rubber,sphere
238,393,209-65-20-22,red,small,metal,cube
186,406,60-84-19-23,green,small,metal,cube
186,1121,114-39-32-38,cyan,small,rubber,cube
186,1441,72-50-37-41,cyan,large,metal,cube
998,2182,127-56-51-53,brown,large,rubber,cube
998,1929,51-62-42-52,cyan,large,rubber,cylinder
802,433,56-59-22-22,gray,small,rubber,cube
802,1811,75-90-46-48,cyan,large,metal,sphere
802,874,128-42-32-33,red,small,metal,sphere
802,673,141-25-29-35,blue,small,rubber,cube
802,657,122-91-25-31,green,small,rubber,cube
802,2067,190-47-49-51,purple,large,rubber,cube
802,441,38-72-21-24,blue,small,rubber,cube
344,421,46-37-30-21,red,small,metal,sphere
344,2573,119-85-46-62,purple,large,rubber,cylinder
344,1540,41-52-46-48,purple,large,rubber,cube
344,1142,165-64-37-37,purple,small,metal,sphere
344,2284,72-64-51-56,red,large,rubber,cube
344,1248,98-39-42-41,yellow,small,rubber,cube
344,408,124-29-26-28,cyan,small,rubber,sphere
344,1633,98-30-52-50,yellow,large,rubber,cube
649,1712,81-95-45-46,yellow,large,metal,sphere
649,948,127-28-29-35,cyan,small,rubber,cube
649,778,172-42-31-30,red,small,rubber,sphere
609,384,88-57-20-22,cyan,small,rubber,cylinder
609,562,160-53-33-33,cyan,small,rubber,cube
609,3813,86-90-67-69,green,large,metal,cube
609,1919,137-64-43-54,gray,large,rubber,cube
609,895,109-21-29-32,green,small,rubber,cube
643,646,119-20-25-32,green,small,rubber,cube
643,1168,134-35-31-39,purple,small,rubber,cube
643,396,165-58-22-22,gray,small,rubber,cube
643,1199,30-63-38-38,purple,small,metal,sphere
643,400,100-71-17-23,purple,small,rubber,cube
643,1190,133-35-51-41,purple,small,rubber,cylinder
660,1478,129-38-40-44,red,large,rubber,cube
660,557,112-24-25-26,yellow,small,rubber,sphere
660,2083,166-57-45-50,blue,large,metal,cylinder
605,1299,86-33-39-38,green,small,rubber,cube
605,863,124-28-27-32,purple,small,metal,cube
605,657,155-88-28-29,cyan,small,rubber,cube
605,1522,22-48-39-45,purple,large,rubber,cylinder
53,555,98-80-23-27,blue,small,rubber,cube
53,685,76-103-23-29,red,small,rubber,cube
53,593,124-25-26-26,blue,small,rubber,sphere
53,500,128-86-20-27,blue,small,rubber,cube
53,569,158-93-22-28,yellow,small,rubber,cube
53,1660,41-50-40-48,brown,large,rubber,cylinder
53,835,110-114-27-34,yellow,small,rubber,cube
607,675,63-43-33-41,green,small,rubber,cube
607,722,93-29-28-28,gray,small,rubber,cube
607,1912,141-62-41-52,purple,large,rubber,cylinder
607,402,37-72-20-23,blue,small,metal,cube
607,1973,72-57-43-49,blue,large,rubber,cube
766,730,87-33-29-30,cyan,small,metal,sphere
766,452,33-76-21-24,brown,small,rubber,cube
766,1461,163-36-39-45,purple,large,rubber,cube
766,680,138-28-28-28,purple,small,metal,sphere
766,617,136-100-22-29,green,small,metal,sphere
766,1591,52-41-39-46,purple,large,rubber,cube
206,1960,49-66-42-52,gray,large,rubber,cylinder
206,1889,123-51-46-48,cyan,large,rubber,cube
180,809,58-41-31-32,green,small,metal,sphere
180,510,76-29-27-27,green,small,metal,sphere
180,358,164-50-21-19,gray,small,rubber,cube
180,346,117-76-19-26,red,small,rubber,cube
180,2982,130-69-59-65,brown,large,rubber,cube
180,1569,12-46-40-45,green,large,rubber,sphere
180,977,133-69-55-29,gray,small,metal,sphere
417,1247,19-44-35-40,yellow,small,rubber,cylinder
417,646,77-98-27-29,red,small,rubber,cube
417,565,131-90-26-27,green,small,rubber,cube
417,863,105-28-26-33,green,small,metal,cube
417,1901,144-55-49-49,cyan,large,rubber,cube
420,967,75-27-28-35,red,small,rubber,cube
420,592,91-82-24-27,green,small,rubber,cube
420,1899,181-47-46-45,yellow,large,rubber,cube
420,827,111-20-27-30,purple,small,rubber,cube
420,752,87-82-29-34,green,small,rubber,cube
414,1052,80-33-31-36,blue,small,rubber,cube
414,913,181-53-34-32,brown,small,metal,sphere
414,592,137-44-30-31,cyan,small,rubber,sphere
414,1950,49-66-42-52,brown,large,rubber,cylinder
414,1621,113-58-36-48,red,large,rubber,cylinder
414,434,154-71-21-22,green,small,metal,cube
928,375,78-49-21-21,brown,small,rubber,cube
928,407,22-41-33-19,cyan,small,metal,sphere
928,1882,78-87-48-49,red,large,rubber,sphere
928,683,155-48-39-24,purple,small,rubber,cylinder
928,3007,138-64-60-65,gray,large,rubber,sphere
928,1607,196-43-41-46,yellow,large,rubber,cylinder
928,2547,15-54-58-55,gray,large,rubber,cube
958,1045,126-33-30-37,cyan,small,rubber,cylinder
958,491,120-75-23-24,gray,small,rubber,cube
102,757,62-32-30-31,brown,small,rubber,sphere
102,464,30-61-23-22,cyan,small,rubber,cube
102,388,142-50-20-20,red,small,rubber,cube
102,669,126-97-23-30,yellow,small,rubber,sphere
102,527,184-80-22-27,blue,small,rubber,cube
102,688,102-28-28-29,yellow,small,metal,sphere
269,1153,73-35-32-36,cyan,small,rubber,cube
269,424,94-113-22-23,blue,small,rubber,sphere
269,2022,173-55-50-46,green,large,rubber,cube
955,1163,12-39-49-46,gray,small,rubber,cube
955,889,74-41-33-33,gray,small,rubber,sphere
955,3746,56-78-67-73,purple,large,rubber,cube
955,1686,31-56-44-53,green,large,rubber,cube
955,1540,148-71-45-43,red,large,metal,sphere
955,738,112-15-32-32,blue,small,rubber,cube
657,606,66-35-28-26,red,small,metal,sphere
657,485,126-30-25-27,red,small,rubber,sphere
657,675,143-40-27-29,brown,small,metal,sphere
657,1463,17-48-38-43,brown,large,rubber,cylinder
657,1407,168-45-37-43,green,large,rubber,cylinder
657,1897,55-61-40-50,gray,large,rubber,cylinder
657,462,103-114-22-24,blue,small,metal,sphere
590,426,85-81-19-25,yellow,small,rubber,cube
590,1008,145-32-30-36,yellow,small,rubber,cube
590,1228,135-74-39-39,green,small,metal,sphere
590,573,125-107-21-29,green,small,rubber,cube
590,1078,184-62-36-35,green,small,metal,sphere
590,1288,64-46-34-43,green,small,rubber,cube
590,366,32-69-18-22,gray,small,rubber,cube
487,578,56-33-28-31,gray,small,rubber,sphere
487,1257,129-35-33-41,yellow,small,rubber,cylinder
487,352,160-93-20-20,red,small,rubber,sphere
487,1826,74-40-46-48,yellow,large,rubber,cube
487,1115,199-52-39-36,gray,small,metal,sphere
650,544,76-93-28-32,red,small,rubber,cube
650,2101,91-101-50-51,yellow,large,metal,sphere
870,1277,63-44-33-41,blue,small,rubber,cube
870,1172,156-38-33-40,cyan,small,rubber,cube
870,466,144-85-20-26,green,small,rubber,cube
870,1616,90-91-44-45,gray,large,rubber,sphere
870,1062,106-35-30-37,red,small,rubber,cylinder
870,319,123-28-24-27,blue,small,rubber,sphere
870,468,183-72-24-24,purple,small,rubber,cube
762,440,86-62-22-23,yellow,small,rubber,cube
762,1210,160-34-39-44,blue,small,rubber,cube
762,1939,42-52-44-47,brown,large,rubber,cylinder
762,770,110-35-30-31,cyan,small,metal,sphere
90,457,96-86-19-25,cyan,small,rubber,cube
90,394,123-75-17-23,purple,small,rubber,cube
156,761,99-96-27-32,blue,small,rubber,sphere
156,1547,49-74-43-43,yellow,large,rubber,sphere
156,1066,122-22-36-33,green,small,rubber,cube
156,840,163-39-32-32,yellow,small,rubber,sphere
156,530,172-82-23-26,gray,small,rubber,sphere
156,2050,1-44-53-48,yellow,large,rubber,sphere
156,1833,113-53-39-51,red,large,rubber,cylinder
823,419,87-39-30-28,gray,small,metal,sphere
823,986,192-51-36-33,yellow,small,rubber,sphere
823,540,114-19-25-25,cyan,small,rubber,sphere
823,373,178-76-20-27,purple,small,rubber,cube
823,2689,133-75-51-58,purple,large,rubber,cube
823,1812,89-53-41-48,blue,large,rubber,cube
837,1058,13-49-36-35,green,small,metal,sphere
837,506,96-120-24-25,yellow,small,metal,sphere
837,911,155-35-36-40,yellow,small,rubber,cube
837,3280,128-71-63-69,cyan,large,metal,sphere
837,1975,171-49-55-53,red,large,rubber,cube
572,342,56-54-19-21,yellow,small,rubber,cube
572,1247,133-70-39-38,yellow,small,metal,sphere
662,2198,89-62-46-53,gray,large,rubber,sphere
662,1640,181-52-41-46,red,large,rubber,cylinder
662,1360,137-45-34-42,gray,large,rubber,cube
892,1373,136-45-35-40,red,large,metal,cylinder
892,378,181-68-21-22,gray,small,metal,cube
421,563,95-31-25-26,purple,small,metal,sphere
421,497,159-84-23-23,purple,small,rubber,cube
421,2242,106-80-42-57,blue,large,rubber,cylinder
363,503,77-76-24-24,yellow,small,rubber,cube
363,452,53-83-20-25,yellow,small,rubber,cube
363,381,154-60-20-21,gray,small,rubber,cube
363,1600,111-84-43-45,cyan,large,metal,sphere
363,1460,23-52-40-45,cyan,large,rubber,cylinder
737,894,20-51-33-32,purple,small,rubber,sphere
737,653,76-40-27-28,red,small,metal,sphere
737,440,55-80-19-24,brown,small,rubber,cube
737,611,163-41-31-39,gray,small,rubber,cube
737,2068,133-67-42-54,red,large,rubber,cylinder
737,714,92-29-30-32,red,small,metal,cube
448,1097,14-40-37-45,blue,small,rubber,cube
448,746,99-118-24-32,gray,small,rubber,sphere
448,736,130-36-29-30,yellow,small,rubber,sphere
448,2731,66-68-56-63,blue,large,rubber,cube
448,1622,37-51-51-53,blue,large,rubber,cube
448,1104,14-40-74-45,blue,small,rubber,cube
969,592,82-89-25-29,green,small,rubber,cube
969,829,142-49-31-31,blue,small,metal,sphere
969,471,172-79-20-23,brown,small,rubber,cylinder
969,761,109-105-29-32,green,small,rubber,sphere
935,452,57-83-20-25,gray,small,rubber,cube
935,531,98-88-20-26,gray,small,rubber,cube
935,2603,119-78-47-59,purple,large,metal,cylinder
935,1359,77-44-34-43,brown,large,rubber,cylinder
935,1956,162-56-46-47,purple,large,rubber,cube
935,771,104-19-25-32,cyan,small,metal,cube
141,720,59-41-30-29,purple,small,metal,sphere
141,561,76-93-22-27,blue,small,rubber,cube
141,468,157-85-20-25,cyan,small,rubber,cylinder
141,456,35-68-23-22,gray,small,rubber,cube
128,1119,96-29-35-35,red,small,rubber,cube
574,363,59-100-21-21,brown,small,rubber,sphere
574,444,81-77-19-25,green,small,metal,cube
574,691,127-111-24-32,green,small,rubber,sphere
574,965,105-16-34-33,red,small,rubber,cube
574,1338,129-69-40-41,cyan,large,metal,sphere
395,1008,79-31-29-36,brown,small,rubber,cube
395,508,63-89-20-26,brown,small,rubber,cylinder
395,1109,139-35-31-38,purple,small,rubber,cube
395,453,122-26-25-26,green,small,metal,sphere
395,1451,44-48-37-44,yellow,large,rubber,cylinder
553,977,119-24-30-36,gray,small,rubber,cube
553,563,153-96-23-28,gray,small,rubber,cylinder
553,2349,14-56-56-54,gray,large,rubber,sphere
553,1834,159-47-44-45,green,large,rubber,cube
553,2637,82-82-46-63,yellow,large,rubber,sphere
672,510,90-88-20-26,yellow,small,rubber,cube
672,922,151-31-32-38,yellow,small,rubber,cube
672,2371,141-74-46-59,red,large,rubber,cylinder
672,1541,167-48-47-50,gray,large,rubber,sphere
672,1976,29-61-46-52,red,large,rubber,cylinder
672,839,108-109-31-35,purple,small,metal,cube
83,489,107-92-19-26,green,small,rubber,cube
83,2003,62-53-49-51,blue,large,rubber,cube
872,1402,40-38-39-42,red,large,rubber,cube
872,913,138-34-39-36,yellow,small,rubber,cube
872,2206,120-66-42-56,green,large,rubber,cylinder
872,1461,162-46-36-45,green,large,rubber,cylinder
65,888,68-58-37-27,cyan,small,rubber,sphere
65,3476,63-85-54-67,purple,large,rubber,cylinder
503,574,162-92-22-28,green,small,rubber,cube
503,3606,81-77-65-72,cyan,large,metal,cube
503,672,152-41-31-32,gray,small,rubber,sphere
687,332,114-27-24-21,red,small,rubber,sphere
687,976,118-40-38-39,gray,small,rubber,cube
687,1647,137-56-38-47,red,large,rubber,cylinder
496,632,130-88-26-29,gray,small,rubber,cube
118,337,39-59-19-21,blue,small,rubber,cube
118,441,73-79-19-23,brown,small,rubber,cube
477,753,86-31-27-32,purple,small,rubber,cube
477,1228,138-38-36-37,blue,small,rubber,cube
477,429,170-83-19-24,gray,small,rubber,cube
477,1850,95-88-47-49,red,large,rubber,sphere
477,1582,65-49-36-51,yellow,large,rubber,cube
477,243,95-88-19-23,gray,small,rubber,cube
21,1548,74-37-42-43,brown,large,rubber,cube
21,392,23-58-22-22,yellow,small,rubber,cube
21,2238,148-64-46-56,green,large,rubber,sphere
245,1119,53-31-39-37,cyan,small,rubber,cube
245,1078,139-34-37-39,cyan,small,rubber,cube
245,382,137-61-21-21,green,small,rubber,cube
245,578,128-92-22-27,blue,small,rubber,cube
245,431,171-82-20-23,brown,small,metal,cube
245,946,72-57-34-34,red,small,rubber,sphere
245,419,88-114-21-22,gray,small,metal,sphere
754,957,61-31-29-35,green,small,rubber,cube
754,765,132-47-31-31,red,small,rubber,sphere
754,1818,184-47-49-45,red,large,rubber,cube
754,1197,109-69-38-39,yellow,small,rubber,sphere
754,1032,27-59-35-35,red,small,rubber,sphere
912,714,167-41-42-35,green,small,rubber,cube
912,1684,161-58-41-49,brown,large,rubber,cube
72,1422,32-34-43-42,cyan,large,rubber,cube
72,1276,47-76-40-39,purple,small,rubber,sphere
72,609,76-110-22-30,gray,small,rubber,cube
72,1016,130-32-30-37,blue,small,rubber,cube
72,1804,104-62-38-51,purple,large,rubber,cube
72,380,163-72-18-22,purple,small,rubber,cube
673,945,52-32-30-36,purple,small,rubber,cube
673,1195,167-41-34-39,cyan,small,rubber,cube
673,964,30-57-35-33,yellow,small,metal,sphere
620,443,178-59-23-22,green,small,rubber,cube
620,1098,128-57-36-36,purple,small,metal,sphere
759,728,91-118-24-33,yellow,small,rubber,cylinder
759,424,142-79-18-24,cyan,small,rubber,cube
759,611,112-32-26-27,cyan,small,rubber,sphere
205,1053,69-63-35-35,red,small,metal,sphere
205,1291,105-36-39-39,gray,small,rubber,cube
205,2311,134-64-52-57,yellow,large,rubber,cube
900,1643,90-96-44-45,red,large,rubber,sphere
900,1643,67-60-39-50,purple,large,rubber,cube
747,408,78-74-18-23,blue,small,rubber,cube
747,721,153-40-29-29,purple,small,metal,sphere
747,506,149-80-23-26,purple,small,rubber,cube
747,899,107-19-32-32,blue,small,rubber,cube
768,1748,85-25-39-60,gray,large,rubber,cube
768,451,63-76-19-25,yellow,small,rubber,cube
768,1199,147-35-33-40,green,small,metal,cube
768,1576,133-81-43-44,blue,large,rubber,sphere
768,518,187-71-26-26,yellow,small,rubber,cube
46,456,78-83-19-25,cyan,small,rubber,cube
46,1655,141-55-38-47,purple,large,rubber,cylinder
828,2165,68-65-42-52,gray,large,rubber,cube
593,794,55-33-30-35,red,small,rubber,cube
593,1455,60-85-42-42,cyan,large,metal,sphere
593,1050,148-36-31-37,cyan,small,rubber,cylinder
593,1323,120-79-40-41,purple,large,metal,sphere
593,1799,21-49-48-46,purple,large,rubber,cube
899,787,39-39-31-30,brown,small,metal,sphere
899,1080,92-17-35-35,purple,small,rubber,cube
136,958,190-50-34-33,gray,small,rubber,sphere
136,2904,61-66-64-61,blue,large,rubber,cube
949,1446,5-44-40-42,brown,large,rubber,cylinder
949,2733,64-77-48-63,purple,large,rubber,cylinder
949,1050,133-47-34-39,cyan,small,rubber,sphere
949,457,183-72-20-24,blue,small,rubber,cube
949,1215,51-57-55-49,red,small,rubber,cube
492,1920,61-32-43-54,brown,large,metal,cube
492,382,61-32-31-17,green,small,rubber,cube
492,690,91-110-23-29,blue,small,rubber,cube
492,777,161-38-32-37,yellow,small,rubber,cube
492,345,131-103-19-21,brown,small,rubber,sphere
492,443,137-78-20-23,gray,small,rubber,cube
492,1852,177-53-48-44,yellow,large,rubber,cube
492,863,107-53-32-33,red,small,metal,sphere
740,606,85-97-21-29,blue,small,rubber,sphere
740,802,122-44-31-31,red,small,metal,sphere
740,619,119-88-24-27,gray,small,rubber,sphere
740,1987,162-49-51-48,brown,large,rubber,cube
740,1481,33-47-38-44,green,large,rubber,cube
740,1490,33-47-57-44,green,large,rubber,cube
287,879,92-27-27-33,green,small,rubber,cube
287,405,38-74-19-22,blue,small,rubber,cube
287,556,71-87-22-25,red,small,rubber,cube
287,521,166-78-24-26,yellow,small,rubber,cube
287,1678,110-87-44-46,blue,large,metal,sphere
287,1351,137-45-34-42,gray,large,rubber,cube
328,757,87-38-30-30,cyan,small,metal,sphere
328,559,58-93-22-28,yellow,small,rubber,cube
328,1297,177-42-37-42,red,small,rubber,cylinder
328,899,122-24-28-34,gray,small,rubber,cylinder
